session,depth,turn,step,inputTokens,cacheReadTokens,outputTokens,reasoningTokens,totalTokens,logicalContext,freshInput,reasoningChars,outputChars,nToolCalls
f46b62e3-769c-456c-86bf-bdc081345c27,3,1,15,229,42752,392,51,43373,42981,229,236,0,2
f46b62e3-769c-456c-86bf-bdc081345c27,3,1,16,4456,43264,1256,769,48976,47720,4456,2460,0,2
f46b62e3-769c-456c-86bf-bdc081345c27,3,1,17,7648,48896,1024,383,57568,56544,7648,1457,73,2
f46b62e3-769c-456c-86bf-bdc081345c27,3,1,18,1093,57472,526,263,59091,58565,1093,933,0,2
f46b62e3-769c-456c-86bf-bdc081345c27,3,1,19,6503,59008,1412,657,66923,65511,6503,2629,140,2
f46b62e3-769c-456c-86bf-bdc081345c27,3,1,20,826,66816,1765,919,69407,67642,826,3581,0,2
f46b62e3-769c-456c-86bf-bdc081345c27,3,1,21,866,69376,265,56,70507,70242,866,205,0,2
f46b62e3-769c-456c-86bf-bdc081345c27,3,1,22,2150,70400,1280,429,73830,72550,2150,1577,0,2
f46b62e3-769c-456c-86bf-bdc081345c27,3,1,23,907,73728,311,60,74946,74635,907,266,0,2
f46b62e3-769c-456c-86bf-bdc081345c27,3,1,24,3128,74880,1837,325,79845,78008,3128,1284,0,2
f46b62e3-769c-456c-86bf-bdc081345c27,3,1,25,719,79744,347,27,80810,80463,719,109,0,2
f46b62e3-769c-456c-86bf-bdc081345c27,3,1,26,4150,80768,1272,474,86190,84918,4150,1931,150,2
f46b62e3-769c-456c-86bf-bdc081345c27,3,1,27,1355,86144,980,655,88479,87499,1355,2425,0,2
f46b62e3-769c-456c-86bf-bdc081345c27,3,1,28,2765,88448,1143,225,92356,91213,2765,881,0,2
f46b62e3-769c-456c-86bf-bdc081345c27,3,1,29,1800,92288,1383,452,95471,94088,1800,1567,98,2
f46b62e3-769c-456c-86bf-bdc081345c27,3,1,30,749,95360,498,136,96607,96109,749,489,0,2
f46b62e3-769c-456c-86bf-bdc081345c27,3,1,31,5728,96512,1392,343,103632,102240,5728,1364,0,2
f46b62e3-769c-456c-86bf-bdc081345c27,3,1,32,996,103552,583,217,105131,104548,996,849,0,2
f46b62e3-769c-456c-86bf-bdc081345c27,3,1,33,2483,105088,1091,126,108662,107571,2483,525,0,2
f46b62e3-769c-456c-86bf-bdc081345c27,3,1,34,1222,108544,889,237,110655,109766,1222,927,0,1
f46b62e3-769c-456c-86bf-bdc081345c27,3,1,35,437,110592,937,256,111966,111029,437,1008,123,2
f46b62e3-769c-456c-86bf-bdc081345c27,3,1,36,606,111872,525,94,113003,112478,606,360,106,1
f46b62e3-769c-456c-86bf-bdc081345c27,3,1,37,1086,112896,729,239,114711,113982,1086,971,91,2
f46b62e3-769c-456c-86bf-bdc081345c27,3,1,38,3140,113920,1677,304,118737,117060,3140,1077,0,2
f46b62e3-769c-456c-86bf-bdc081345c27,3,1,39,351,118656,725,160,119732,119007,351,707,0,2
f46b62e3-769c-456c-86bf-bdc081345c27,3,1,40,145,119680,427,179,120252,119825,145,817,0,1
f46b62e3-769c-456c-86bf-bdc081345c27,3,1,41,216,120192,4405,3833,124813,120408,216,13577,0,2
f46b62e3-769c-456c-86bf-bdc081345c27,3,1,42,2669,124800,1098,314,128567,127469,2669,1389,0,1
f46b62e3-769c-456c-86bf-bdc081345c27,3,1,43,487,128512,20209,228,149208,128999,487,769,38,1
f46b62e3-769c-456c-86bf-bdc081345c27,3,1,44,148,149120,455,58,149723,149268,148,241,67,1
f46b62e3-769c-456c-86bf-bdc081345c27,3,1,45,632,149632,479,43,150743,150264,632,187,0,1
f46b62e3-769c-456c-86bf-bdc081345c27,3,1,46,557,150656,714,209,151927,151213,557,831,148,1
f46b62e3-769c-456c-86bf-bdc081345c27,3,1,47,227,151808,481,0,152516,152035,227,0,0,2
f46b62e3-769c-456c-86bf-bdc081345c27,3,1,48,156,152448,94,0,152698,152604,156,0,0,1
f46b62e3-769c-456c-86bf-bdc081345c27,3,1,49,149,152576,1338,0,154063,152725,149,0,0,1
f46b62e3-769c-456c-86bf-bdc081345c27,3,1,50,245,153856,843,0,154944,154101,245,0,2619,0
f51e95e9-cb4e-4789-88f1-e8f8db604767,3,1,1,2660,7936,171,0,10767,10596,2660,0,107,2
f51e95e9-cb4e-4789-88f1-e8f8db604767,3,1,2,7341,10752,590,260,18683,18093,7341,880,80,4
f51e95e9-cb4e-4789-88f1-e8f8db604767,3,1,3,735,18560,254,90,19549,19295,735,367,0,2
f51e95e9-cb4e-4789-88f1-e8f8db604767,3,1,4,1335,19456,294,91,21085,20791,1335,352,0,2
f51e95e9-cb4e-4789-88f1-e8f8db604767,3,1,5,2277,20992,415,48,23684,23269,2277,197,78,1
f51e95e9-cb4e-4789-88f1-e8f8db604767,3,1,6,191,23552,269,82,24012,23743,191,317,0,2
f51e95e9-cb4e-4789-88f1-e8f8db604767,3,1,7,4383,23936,623,291,28942,28319,4383,1205,0,1
f51e95e9-cb4e-4789-88f1-e8f8db604767,3,1,8,180,28928,187,37,29295,29108,180,141,0,1
f51e95e9-cb4e-4789-88f1-e8f8db604767,3,1,9,497,29184,517,139,30198,29681,497,591,85,1
f51e95e9-cb4e-4789-88f1-e8f8db604767,3,1,10,169,30080,131,0,30380,30249,169,0,0,1
f51e95e9-cb4e-4789-88f1-e8f8db604767,3,1,11,282,30336,365,175,30983,30618,282,672,0,3
f51e95e9-cb4e-4789-88f1-e8f8db604767,3,1,12,3153,30976,534,289,34663,34129,3153,1316,116,1
f51e95e9-cb4e-4789-88f1-e8f8db604767,3,1,13,153,34560,347,0,35060,34713,153,0,0,2
f51e95e9-cb4e-4789-88f1-e8f8db604767,3,1,14,278,34944,277,167,35499,35222,278,510,0,2
f51e95e9-cb4e-4789-88f1-e8f8db604767,3,1,15,441,35456,854,644,36751,35897,441,2539,0,3
f51e95e9-cb4e-4789-88f1-e8f8db604767,3,1,16,9126,36736,134,93,45996,45862,9126,425,0,1
f51e95e9-cb4e-4789-88f1-e8f8db604767,3,1,17,193,45824,328,194,46345,46017,193,807,0,2
f51e95e9-cb4e-4789-88f1-e8f8db604767,3,1,18,1992,46336,267,136,48595,48328,1992,507,0,1
f51e95e9-cb4e-4789-88f1-e8f8db604767,3,1,19,257,48384,253,90,48894,48641,257,336,0,1
f51e95e9-cb4e-4789-88f1-e8f8db604767,3,1,20,785,48768,216,54,49769,49553,785,170,0,1
f51e95e9-cb4e-4789-88f1-e8f8db604767,3,1,21,453,49664,162,0,50279,50117,453,0,0,1
f51e95e9-cb4e-4789-88f1-e8f8db604767,3,1,22,554,50176,328,137,51058,50730,554,489,0,1
f51e95e9-cb4e-4789-88f1-e8f8db604767,3,1,23,148,50944,196,0,51288,51092,148,0,0,1
f51e95e9-cb4e-4789-88f1-e8f8db604767,3,1,24,235,51072,53,12,51360,51307,235,56,0,1
f51e95e9-cb4e-4789-88f1-e8f8db604767,3,1,25,197,51200,112,0,51509,51397,197,0,0,1
f51e95e9-cb4e-4789-88f1-e8f8db604767,3,1,26,1429,51456,519,278,53404,52885,1429,1001,0,4
f51e95e9-cb4e-4789-88f1-e8f8db604767,3,1,27,15674,53376,191,119,69241,69050,15674,448,0,2
f51e95e9-cb4e-4789-88f1-e8f8db604767,3,1,28,159,69120,1050,879,70329,69279,159,3203,0,3
f51e95e9-cb4e-4789-88f1-e8f8db604767,3,1,29,11265,70272,194,122,81731,81537,11265,490,0,2
f51e95e9-cb4e-4789-88f1-e8f8db604767,3,1,30,233,81536,151,40,81920,81769,233,167,0,1
f51e95e9-cb4e-4789-88f1-e8f8db604767,3,1,31,271,81920,267,46,82458,82191,271,166,0,1
f51e95e9-cb4e-4789-88f1-e8f8db604767,3,1,32,227,82304,155,29,82686,82531,227,122,0,1
f51e95e9-cb4e-4789-88f1-e8f8db604767,3,1,33,737,82560,642,461,83939,83297,737,1692,0,3
f51e95e9-cb4e-4789-88f1-e8f8db604767,3,1,34,4674,83840,353,217,88867,88514,4674,846,0,1
f51e95e9-cb4e-4789-88f1-e8f8db604767,3,1,35,797,88832,379,215,90008,89629,797,724,0,3
f51e95e9-cb4e-4789-88f1-e8f8db604767,3,1,36,10632,89984,669,480,101285,100616,10632,1850,73,2
f51e95e9-cb4e-4789-88f1-e8f8db604767,3,1,37,564,101248,462,289,102274,101812,564,1023,0,3
f51e95e9-cb4e-4789-88f1-e8f8db604767,3,1,38,14838,102272,364,212,117474,117110,14838,810,0,1
f51e95e9-cb4e-4789-88f1-e8f8db604767,3,1,39,812,117376,338,173,118526,118188,812,576,0,2
f51e95e9-cb4e-4789-88f1-e8f8db604767,3,1,40,193,118400,264,99,118857,118593,193,401,0,2
f51e95e9-cb4e-4789-88f1-e8f8db604767,3,1,41,541,118784,633,293,119958,119325,541,1195,0,2
f51e95e9-cb4e-4789-88f1-e8f8db604767,3,1,42,5854,119936,326,177,126116,125790,5854,655,0,1
f51e95e9-cb4e-4789-88f1-e8f8db604767,3,1,43,374,126080,569,459,127023,126454,374,1645,0,2
f51e95e9-cb4e-4789-88f1-e8f8db604767,3,1,44,11476,126976,267,97,138719,138452,11476,396,0,1
f51e95e9-cb4e-4789-88f1-e8f8db604767,3,1,45,533,138624,344,72,139501,139157,533,263,0,2
f51e95e9-cb4e-4789-88f1-e8f8db604767,3,1,46,1667,139392,657,449,141716,141059,1667,1631,0,1
f51e95e9-cb4e-4789-88f1-e8f8db604767,3,1,47,798,141696,163,40,142657,142494,798,140,0,1
f51e95e9-cb4e-4789-88f1-e8f8db604767,3,1,48,816,142592,122,25,143530,143408,816,100,0,1
f51e95e9-cb4e-4789-88f1-e8f8db604767,3,1,49,1575,143488,417,237,145480,145063,1575,1073,0,1
f51e95e9-cb4e-4789-88f1-e8f8db604767,3,1,50,191,145408,277,163,145876,145599,191,537,0,1
f51e95e9-cb4e-4789-88f1-e8f8db604767,3,1,51,1348,145792,519,351,147659,147140,1348,1251,0,3
f51e95e9-cb4e-4789-88f1-e8f8db604767,3,1,52,8215,147584,647,470,156446,155799,8215,1815,0,1
f51e95e9-cb4e-4789-88f1-e8f8db604767,3,1,53,1510,156416,1053,888,158979,157926,1510,3334,0,1
f51e95e9-cb4e-4789-88f1-e8f8db604767,3,1,54,625,158976,161,19,159762,159601,625,73,60,1
f51e95e9-cb4e-4789-88f1-e8f8db604767,3,1,55,1138,159744,125,0,161007,160882,1138,0,0,1
f51e95e9-cb4e-4789-88f1-e8f8db604767,3,1,56,1238,160896,225,90,162359,162134,1238,352,0,1
f51e95e9-cb4e-4789-88f1-e8f8db604767,3,1,57,1376,162304,182,57,163862,163680,1376,189,0,1
f51e95e9-cb4e-4789-88f1-e8f8db604767,3,1,58,1106,163840,392,266,165338,164946,1106,1285,0,1
f51e95e9-cb4e-4789-88f1-e8f8db604767,3,1,59,1206,165248,334,228,166788,166454,1206,890,0,1
f51e95e9-cb4e-4789-88f1-e8f8db604767,3,1,60,231,166784,160,44,167175,167015,231,171,76,1
f51e95e9-cb4e-4789-88f1-e8f8db604767,3,1,61,934,167168,461,187,168563,168102,934,700,0,2
f51e95e9-cb4e-4789-88f1-e8f8db604767,3,1,62,477,168448,4338,1306,173263,168925,477,4410,53,1
f51e95e9-cb4e-4789-88f1-e8f8db604767,3,1,63,260,173056,73,32,173389,173316,260,123,0,1
f51e95e9-cb4e-4789-88f1-e8f8db604767,3,1,64,226,173184,235,82,173645,173410,226,348,0,1
f51e95e9-cb4e-4789-88f1-e8f8db604767,3,1,65,577,173568,172,28,174317,174145,577,108,0,1
f51e95e9-cb4e-4789-88f1-e8f8db604767,3,1,66,1546,174208,671,310,176425,175754,1546,1320,50,1
f51e95e9-cb4e-4789-88f1-e8f8db604767,3,1,67,208,176256,562,0,177026,176464,208,0,0,1
f51e95e9-cb4e-4789-88f1-e8f8db604767,3,1,68,169,176896,591,0,177656,177065,169,0,0,1
f51e95e9-cb4e-4789-88f1-e8f8db604767,3,1,69,159,177536,192,0,177887,177695,159,0,0,1
f51e95e9-cb4e-4789-88f1-e8f8db604767,3,1,70,134,177792,86,0,178012,177926,134,0,0,1
f51e95e9-cb4e-4789-88f1-e8f8db604767,3,1,71,241,177792,2175,0,180208,178033,241,0,0,1
f51e95e9-cb4e-4789-88f1-e8f8db604767,3,1,72,1819,178432,768,0,181019,180251,1819,0,2876,0
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,1,2628,7936,198,0,10762,10564,2628,0,76,2
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,2,2098,10752,208,15,13058,12850,2098,84,0,2
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,3,1899,13056,2242,1952,17197,14955,1899,7870,0,2
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,4,598,17152,596,98,18346,17750,598,339,0,2
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,5,3193,18304,3124,611,24621,21497,3193,2611,161,2
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,6,248,24448,2645,6,27341,24696,248,25,0,3
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,7,2583,27264,1088,708,30935,29847,2583,2822,62,2
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,8,4560,30848,810,417,36218,35408,4560,1747,0,2
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,9,4835,36096,976,328,41907,40931,4835,1364,0,2
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,10,191,41856,760,170,42807,42047,191,700,0,2
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,11,210,42624,268,68,43102,42834,210,268,0,2
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,12,803,43008,824,316,44635,43811,803,1266,0,2
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,13,4926,44544,839,320,50309,49470,4926,1212,69,2
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,14,860,50304,331,181,51495,51164,860,686,0,2
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,15,2575,51456,600,213,54631,54031,2575,862,0,2
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,16,3685,54528,478,84,58691,58213,3685,381,0,2
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,17,2399,58624,691,251,61714,61023,2399,1120,0,2
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,18,7183,61696,375,177,69254,68879,7183,740,0,2
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,19,7691,69248,1011,747,77950,76939,7691,3004,0,2
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,20,974,77824,714,292,79512,78798,974,1296,0,2
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,21,334,79488,391,87,80213,79822,334,367,0,2
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,22,166,80128,334,97,80628,80294,166,410,0,2
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,23,295,80512,1372,307,82179,80807,295,1260,102,4
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,24,150,82176,656,0,82982,82326,150,0,0,2
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,25,652,82944,553,58,84149,83596,652,224,0,2
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,26,3435,84096,618,260,88149,87531,3435,1028,0,2
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,27,740,88064,508,274,89312,88804,740,1088,89,2
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,28,3051,89216,525,195,92792,92267,3051,879,0,1
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,29,1461,92672,2115,1903,96248,94133,1461,7763,0,2
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,30,2223,96128,634,262,98985,98351,2223,1085,0,2
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,31,3738,98944,506,483,103188,102682,3738,1940,0,1
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,32,166,103168,1001,573,104335,103334,166,2453,0,2
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,33,2277,104320,7646,947,114243,106597,2277,4334,106,1
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,34,953,114176,786,323,115915,115129,953,1452,0,2
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,35,1494,115840,253,151,117587,117334,1494,632,0,2
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,36,173,117504,320,72,117997,117677,173,274,0,1
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,37,259,117760,126,0,118145,118019,259,0,0,1
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,38,1196,118144,496,231,119836,119340,1196,1091,0,2
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,39,191,119680,122,0,119993,119871,191,0,0,1
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,40,548,119936,496,131,120980,120484,548,573,78,1
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,41,192,120832,660,0,121684,121024,192,0,0,1
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,42,256,121472,488,33,122216,121728,256,165,0,2
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,43,188,122112,419,205,122719,122300,188,927,0,2
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,44,2278,122624,1137,740,126039,124902,2278,2503,123,2
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,45,1421,125952,6903,812,134276,127373,1421,2712,95,1
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,46,190,134144,86,0,134420,134334,190,0,0,1
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,47,175,134272,201,38,134648,134447,175,141,0,1
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,48,222,134528,6399,455,141149,134750,222,1179,59,1
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,49,151,141056,140,0,141347,141207,151,0,0,1
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,50,148,141312,381,243,141841,141460,148,844,0,1
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,51,162,141824,6230,434,148216,141986,162,1269,62,1
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,52,178,148096,149,0,148423,148274,178,0,0,1
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,53,238,148224,2133,433,150595,148462,238,1454,51,2
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,54,151,150528,898,0,151577,150679,151,0,0,2
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,55,237,151424,888,0,152549,151661,237,0,0,2
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,56,185,152448,226,69,152859,152633,185,276,0,1
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,57,174,152832,467,378,153473,153006,174,1264,0,1
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,58,227,153472,466,353,154165,153699,227,1388,64,1
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,59,884,154112,973,36,155969,154996,884,126,0,1
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,60,237,155776,113,0,156126,156013,237,0,0,1
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,61,214,156032,2168,274,158414,156246,214,835,0,2
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,62,162,158336,1308,96,159806,158498,162,369,0,2
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,63,146,159744,6163,521,166053,159890,146,1763,65,1
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,64,223,165888,86,0,166197,166111,223,0,0,1
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,65,208,166016,2645,668,168869,166224,208,1862,97,2
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,66,249,168704,2942,0,171895,168953,249,0,0,1
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,67,163,171776,84,0,172023,171939,163,0,0,1
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,68,146,171904,2019,250,174069,172050,146,771,0,1
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,69,161,173952,1938,54,176051,174113,161,180,0,1
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,70,223,175872,84,0,176179,176095,223,0,0,1
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,71,206,176000,1134,177,177340,176206,206,377,0,2
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,72,144,177280,494,302,177918,177424,144,1175,0,1
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,73,156,177792,1550,397,179498,177948,156,1388,80,2
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,74,254,179328,271,87,179853,179582,254,364,0,2
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,75,1335,179840,1340,494,182515,181175,1335,1866,63,1
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,76,159,182400,1337,210,183896,182559,159,760,0,2
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,77,172,183808,207,60,184187,183980,172,260,0,1
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,78,148,184064,1266,165,185478,184212,148,578,0,1
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,79,178,185344,455,0,185977,185522,178,0,0,2
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,80,205,185856,145,0,186206,186061,205,0,0,1
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,81,2737,186112,1925,865,190774,188849,2737,3202,82,2
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,82,138,190720,1148,0,192006,190858,138,0,0,2
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,83,218,191872,145,0,192235,192090,218,0,0,1
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,84,260,192000,2000,288,194260,192260,260,712,52,1
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,85,2579,194176,613,455,197368,196755,2579,1768,59,1
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,86,815,197248,1178,286,199241,198063,815,771,0,2
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,87,157,199168,1924,0,201249,199325,157,0,0,2
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,88,245,201088,1127,38,202460,201333,245,85,0,2
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,89,176,202368,1344,0,203888,202544,176,0,0,2
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,90,196,203776,145,0,204117,203972,196,0,0,1
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,91,238,203904,7408,1083,211550,204142,238,3448,100,1
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,92,152,211456,188,0,211796,211608,152,0,0,1
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,93,242,211584,2151,982,213977,211826,242,3496,48,1
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,94,245,213760,189,52,214194,214005,245,178,0,1
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,95,195,214144,1929,212,216268,214339,195,439,0,2
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,96,190,216192,118,22,216500,216382,190,96,0,1
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,97,1734,216448,1717,0,219899,218182,1734,0,0,2
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,98,207,219776,1700,331,221683,219983,207,1153,0,2
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,99,199,221568,145,0,221912,221767,199,0,0,1
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,100,241,221696,1695,218,223632,221937,241,689,0,2
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,101,228,223488,145,0,223861,223716,228,0,0,1
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,102,142,223744,2152,1019,226038,223886,142,3843,0,1
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,103,146,225920,457,361,226523,226066,146,1382,0,1
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,104,2704,226432,2328,117,231464,229136,2704,331,0,1
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,105,196,231296,1734,237,233226,231492,196,778,0,1
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,106,166,233088,1561,372,234815,233254,166,1239,0,1
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,107,219,234624,1469,220,236312,234843,219,696,0,1
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,108,180,236160,816,147,237156,236340,180,471,0,1
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,109,256,236928,898,111,238082,237184,256,324,0,1
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,110,238,237952,783,125,238973,238190,238,377,0,1
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,111,153,238848,170,63,239171,239001,153,272,53,1
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,112,2329,239104,531,322,241964,241433,2329,1328,0,1
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,113,2933,241920,2599,1036,247452,244853,2933,3391,95,1
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,114,1537,247424,2225,192,251186,248961,1537,632,0,1
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,115,206,251008,2215,466,253429,251214,206,1743,0,1
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,116,145,253312,2323,498,255780,253457,145,1874,43,1
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,117,192,255616,1533,619,257341,255808,192,2308,0,1
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,118,217,257152,1251,147,258620,257369,217,452,0,1
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,119,216,258432,856,208,259504,258648,216,641,0,1
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,120,157,259456,259,152,259872,259613,157,536,52,1
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,121,2000,259840,142,46,261982,261840,2000,168,0,1
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,122,2250,261888,418,123,264556,264138,2250,404,0,1
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,123,139,264448,99,0,264686,264587,139,0,0,1
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,124,135,264576,1818,35,266529,264711,135,170,0,1
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,125,204,266368,279,256,266851,266572,204,1013,0,1
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,126,246,266752,438,309,267436,266998,246,1400,0,1
f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,1,127,956,267392,502,0,268850,268348,956,0,2154,0
